#Pose	CONSRANK_U	CONSRANK	contact_log_sum	contact_square_sum	residue_sum	residue_average	residue_log_sum	residue_square_sum	residue_average_ligand	residue_average_receptor	residue_sum_ligand	residue_sum_receptor
101	0.5200000000000001	0.015757575757575762	-142.34571397449366	0.010850000000000002	4.78	0.1991666666666667	-42.05490736482319	1.1554	0.18136363636363637	0.21423076923076925	1.9949999999999999	2.785
102	0.6200000000000001	0.02066666666666667	-128.77624078770947	0.026650000000000004	7.8450000000000015	0.3138000000000001	-38.57610818223047	3.5907250000000004	0.14791666666666667	0.46692307692307694	1.7750000000000001	6.07
103	1.3599999999999999	0.04121212121212121	-121.861530388882	0.11900000000000004	8.934999999999999	0.3309259259259259	-33.2938413384589	3.708325	0.24821428571428567	0.42	3.474999999999999	5.46
104	2.235	0.08277777777777777	-72.85662085971039	0.24797500000000006	10.205	0.44369565217391305	-20.088642274400367	4.938274999999999	0.4495833333333334	0.43727272727272726	5.3950000000000005	4.81
105	1.645	0.048382352941176474	-106.12736186331203	0.09212500000000003	7.795000000000001	0.35431818181818187	-25.8012525781354	3.466475	0.30416666666666664	0.41450000000000004	3.6499999999999995	4.1450000000000005
106	0.3500000000000001	0.009722222222222224	-172.95203605910376	0.00485	4.955000000000001	0.17086206896551728	-56.24476809600559	1.0593750000000002	0.12100000000000001	0.22428571428571428	1.8150000000000002	3.14
107	0.7850000000000005	0.01962500000000001	-165.2455851015736	0.020325000000000003	8.319999999999999	0.28689655172413786	-39.69613328844938	2.888550000000001	0.4041666666666666	0.20411764705882351	4.85	3.4699999999999998
108	0.6700000000000002	0.018611111111111116	-156.1831569372818	0.0256	7.915000000000001	0.28267857142857145	-48.51170509331057	3.4064750000000004	0.16166666666666665	0.42230769230769233	2.425	5.49
109	3.5399999999999996	0.08232558139534883	-118.8873384293262	0.40369999999999995	13.495	0.4353225806451613	-28.91101503144724	6.488074999999999	0.4750000000000001	0.40264705882352947	6.650000000000001	6.845000000000001
110	0.7950000000000003	0.019875000000000007	-166.74906838915342	0.029974999999999998	5.075000000000001	0.16916666666666672	-60.08774242614923	1.2091250000000002	0.13343750000000001	0.21000000000000002	2.1350000000000002	2.9400000000000004
111	2.895	0.072375	-119.13712924433258	0.313225	11.98	0.4131034482758621	-27.754859237125405	5.497099999999999	0.46714285714285714	0.36266666666666664	6.54	5.4399999999999995
112	0.46500000000000014	0.020217391304347833	-95.59753909708323	0.016674999999999995	6.325000000000001	0.30119047619047623	-30.019833398370242	2.6886750000000004	0.136	0.4513636363636364	1.36	4.965000000000001
113	4.735	0.10293478260869567	-109.75194264346506	0.5637250000000001	12.645	0.36128571428571427	-39.71446424451578	5.394824999999998	0.4216666666666667	0.29735294117647054	7.590000000000001	5.054999999999999
114	0.5550000000000002	0.022200000000000008	-102.07156073950857	0.023524999999999994	5.810000000000001	0.2766666666666667	-37.59623751413947	2.7606	0.12538461538461537	0.5225000000000001	1.6299999999999997	4.180000000000001
115	2.5400000000000005	0.08758620689655174	-73.64830605419782	0.26544999999999996	10.919999999999995	0.4367999999999998	-22.37827606409182	5.255449999999998	0.4516666666666667	0.41450000000000004	6.775	4.1450000000000005
116	1.7600000000000002	0.05866666666666667	-93.67706634412511	0.16315000000000004	10.549999999999999	0.43958333333333327	-20.89900552686947	5.031149999999999	0.4163636363636364	0.4592307692307693	4.58	5.970000000000001
117	4.24	0.0986046511627907	-105.64532515942902	0.5022	12.764999999999999	0.3754411764705882	-37.2934890783371	5.613474999999999	0.4302631578947369	0.306	8.175	4.59
118	0.7350000000000003	0.023709677419354848	-124.20451853578889	0.027175000000000008	7.405000000000001	0.2962	-34.671909186674526	2.949675	0.16416666666666666	0.4180769230769231	1.97	5.4350000000000005
119	0.7700000000000004	0.022647058823529423	-133.84895208794993	0.023600000000000003	7.6549999999999985	0.26396551724137923	-41.13371850652283	2.395375	0.3163333333333333	0.20785714285714288	4.744999999999999	2.91
120	0.6850000000000004	0.020147058823529424	-136.41859996619303	0.016774999999999998	7.224999999999999	0.25803571428571426	-41.513865806646706	2.293625	0.29406249999999995	0.21000000000000005	4.704999999999999	2.5200000000000005
121	0.6050000000000004	0.01512500000000001	-174.65089814789735	0.012224999999999996	9.374999999999998	0.26041666666666663	-53.65302395060516	3.022825000000001	0.34411764705882353	0.18552631578947376	5.85	3.5250000000000012
122	1.26	0.045	-92.11267942011565	0.07400000000000001	8.385	0.3645652173913043	-25.926131766084023	3.7093749999999996	0.2807692307692307	0.47350000000000003	3.649999999999999	4.735
123	0.7900000000000003	0.024687500000000008	-119.55191529656614	0.020950000000000007	6.375000000000001	0.24519230769230774	-39.05755262862963	1.9122750000000002	0.2592307692307692	0.23115384615384618	3.3699999999999997	3.0050000000000003
124	0.7550000000000003	0.022205882352941186	-135.8999941551081	0.024175	6.5299999999999985	0.2418518518518518	-40.87408592855363	1.9516	0.29153846153846147	0.19571428571428573	3.789999999999999	2.74
125	1.9899999999999993	0.052368421052631564	-117.40991198625368	0.1357	10.574999999999998	0.39166666666666655	-27.550898124934964	4.717175	0.3126923076923077	0.465	4.065	6.510000000000001
126	1.7749999999999997	0.04797297297297296	-128.17650112968593	0.133175	10.635	0.3938888888888889	-28.14547612946485	4.827625	0.4420833333333334	0.35533333333333333	5.305000000000001	5.33
127	0.7700000000000004	0.023333333333333345	-131.66392143305728	0.027350000000000006	7.240000000000001	0.2681481481481482	-42.67668760649956	2.8666500000000004	0.1346153846153846	0.3921428571428572	1.75	5.49
128	3.4649999999999994	0.11549999999999998	-68.29490845086949	0.457325	10.240000000000004	0.40960000000000013	-25.778770260234648	4.897099999999999	0.4750000000000001	0.3263636363636364	6.650000000000001	3.5900000000000003
129	0.805	0.02981481481481482	-103.84179095583258	0.039275000000000004	7.540000000000001	0.34272727272727277	-26.80351081096945	3.2957500000000004	0.2381818181818182	0.44727272727272727	2.62	4.92
130	0.7150000000000004	0.021666666666666678	-128.67638592670744	0.017124999999999998	4.615	0.1648214285714286	-52.04225116167825	0.831425	0.12733333333333335	0.20807692307692308	1.9100000000000001	2.705
131	3.2550000000000003	0.08346153846153848	-103.61196569196291	0.34637500000000004	12.344999999999999	0.4408928571428571	-24.042926683188394	5.821674999999999	0.4620000000000001	0.41653846153846164	6.9300000000000015	5.415000000000001
132	1.9050000000000002	0.0680357142857143	-80.24561538196582	0.17372500000000002	10.514999999999999	0.43812499999999993	-20.914833042902398	5.006274999999999	0.4014285714285714	0.48949999999999994	5.62	4.895
133	1.31	0.03852941176470588	-126.43824420619991	0.09595000000000001	9.719999999999999	0.40499999999999997	-23.42045557493098	4.379	0.4539285714285715	0.33649999999999997	6.355000000000001	3.3649999999999998
134	3.5849999999999995	0.11564516129032257	-67.96654919076155	0.445625	10.479999999999999	0.3742857142857142	-29.95790374726523	4.4879999999999995	0.4286666666666667	0.31153846153846154	6.430000000000001	4.05
135	2.515	0.08982142857142858	-70.62105851995396	0.275025	12.159999999999998	0.46769230769230763	-20.60084025533023	5.995449999999998	0.48875	0.4496428571428572	5.865	6.295000000000001
136	0.5250000000000002	0.016406250000000008	-134.83442367364125	0.010675000000000002	4.825	0.18557692307692308	-45.34163276012622	0.9879249999999999	0.15458333333333332	0.21214285714285713	1.855	2.9699999999999998
137	1.2699999999999998	0.030238095238095234	-159.6593976802435	0.06275000000000001	10.504999999999997	0.3622413793103447	-32.21906225230532	4.459675	0.3312499999999999	0.4003846153846154	5.299999999999998	5.205
138	1.8399999999999999	0.06133333333333333	-87.5100456048867	0.1476	11.294999999999998	0.4183333333333333	-24.967527317370177	5.190225	0.386	0.45875	5.79	5.505
139	0.4150000000000001	0.01729166666666667	-106.79325450170018	0.015525000000000002	6.490000000000001	0.29500000000000004	-33.623150945036826	2.86985	0.10681818181818183	0.4831818181818182	1.175	5.315
140	0.4900000000000002	0.01960000000000001	-104.62068698203085	0.01395	6.135000000000001	0.3228947368421053	-25.87973765158518	2.767675	0.1316666666666667	0.495	1.1850000000000003	4.95
141	0.9650000000000004	0.020978260869565227	-182.76708058155475	0.02372500000000001	7.070000000000001	0.23566666666666672	-46.244035194105734	2.0416499999999997	0.24533333333333335	0.226	3.68	3.39
142	2.5900000000000007	0.08354838709677422	-80.93056120938739	0.27705	11.979999999999999	0.4278571428571428	-24.849847151293357	5.516199999999999	0.3907142857142857	0.465	5.47	6.510000000000001
143	1.6300000000000001	0.05433333333333334	-89.10418122625533	0.09950000000000003	7.840000000000001	0.3563636363636364	-25.50400105466747	3.4802	0.3079166666666666	0.41450000000000004	3.6949999999999994	4.1450000000000005
144	0.8850000000000002	0.026818181818181824	-129.24539875620601	0.035875000000000004	7.885000000000001	0.3154	-33.69903863434296	3.341975	0.18208333333333335	0.43846153846153857	2.185	5.700000000000001
145	0.7250000000000003	0.031521739130434795	-90.52586260128535	0.045125000000000005	6.655000000000001	0.3697222222222223	-23.26811332071443	3.252825	0.2516666666666667	0.48777777777777787	2.265	4.390000000000001
146	3.9299999999999993	0.09824999999999998	-96.67614584426923	0.4423500000000001	10.995	0.3665	-33.93978633630045	4.789024999999998	0.44035714285714295	0.30187499999999995	6.165000000000001	4.829999999999999
147	0.6350000000000002	0.0186764705882353	-144.26280806914207	0.018875	5.620000000000001	0.2081481481481482	-44.47725077460402	1.3837500000000003	0.20892857142857144	0.20730769230769233	2.9250000000000003	2.6950000000000003
148	0.7250000000000004	0.016477272727272736	-188.05648924740407	0.015324999999999998	10.285	0.2938571428571429	-47.191545405398344	3.6654250000000017	0.383421052631579	0.1875	7.285000000000001	3.0
149	0.6400000000000002	0.0193939393939394	-139.6706079291108	0.024749999999999994	6.0550000000000015	0.2752272727272728	-39.00273458257688	2.820625	0.13392857142857142	0.5225000000000001	1.8749999999999998	4.180000000000001
150	0.91	0.03137931034482759	-113.4894370417726	0.05625000000000001	8.250000000000002	0.35869565217391314	-26.675536289189537	3.6541500000000005	0.23550000000000004	0.4534615384615386	2.3550000000000004	5.895000000000001
151	3.050000000000001	0.08472222222222225	-92.58451094269772	0.31045	11.424999999999997	0.4394230769230768	-22.993801046466757	5.490674999999999	0.455	0.41450000000000004	7.28	4.1450000000000005
152	0.5250000000000001	0.016406250000000004	-135.9487843192775	0.011175000000000001	5.025	0.209375	-41.24058155960573	1.3133250000000003	0.205	0.21375000000000002	2.46	2.5650000000000004
153	2.36	0.08137931034482758	-78.35827915027647	0.25669999999999993	10.475000000000001	0.4364583333333334	-21.878625544227166	5.108674999999999	0.46041666666666675	0.4124999999999999	5.525000000000001	4.949999999999999
154	2.3349999999999995	0.08648148148148146	-69.72068501623734	0.25417500000000004	10.845	0.451875	-19.885591201674977	5.196274999999999	0.47166666666666673	0.4320833333333334	5.660000000000001	5.1850000000000005
155	1.885	0.06981481481481482	-75.95769274128575	0.170525	10.469999999999999	0.4552173913043478	-18.915099280366537	5.059699999999999	0.4704999999999999	0.4434615384615385	4.704999999999999	5.765000000000001
156	0.6950000000000002	0.022419354838709684	-124.2757734389602	0.022575	7.9750000000000005	0.3322916666666667	-29.991572547350664	3.333775	0.27409090909090905	0.38153846153846155	3.0149999999999997	4.96
157	2.980000000000001	0.09312500000000003	-79.26479515432618	0.33754999999999996	12.589999999999996	0.449642857142857	-23.64757130922901	6.076349999999998	0.46035714285714285	0.4389285714285715	6.445	6.145000000000001
158	2.01	0.0693103448275862	-82.00853671069964	0.18965000000000004	9.78	0.4075	-22.777931952348258	4.39215	0.362	0.44	3.6199999999999997	6.16
159	1.1400000000000001	0.034545454545454546	-123.55143197300339	0.06905000000000001	9.26	0.3858333333333333	-25.06311240857688	4.1751	0.29	0.46692307692307694	3.1899999999999995	6.07
160	0.5750000000000003	0.015540540540540548	-160.17415370319458	0.011975000000000003	5.5600000000000005	0.1985714285714286	-51.50229283430241	1.5308000000000002	0.20615384615384616	0.192	2.68	2.88
161	1.4150000000000003	0.052407407407407416	-81.14838794456801	0.083625	7.135000000000001	0.35675	-23.086005110162095	3.161375	0.3079166666666666	0.43	3.6949999999999994	3.44
162	1.2350000000000003	0.029404761904761913	-158.71880750130418	0.060024999999999995	8.025000000000002	0.2588709677419356	-48.816244838097774	2.9923749999999996	0.15000000000000002	0.3910714285714286	2.5500000000000003	5.4750000000000005
163	1.29	0.04448275862068966	-94.13870777054524	0.0743	7.675000000000001	0.30700000000000005	-33.650264659596694	3.0994250000000005	0.1775	0.42653846153846153	2.13	5.545
164	0.6649999999999999	0.023749999999999997	-121.5003822340078	0.038025	6.555	0.2979545454545454	-30.538490024355717	2.6836750000000005	0.22125000000000003	0.39000000000000007	2.6550000000000002	3.900000000000001
165	2.915	0.08328571428571428	-94.42818445652838	0.344475	12.814999999999998	0.47462962962962957	-20.685468559613778	6.317274999999999	0.462	0.4904166666666667	6.930000000000001	5.885000000000001
166	0.7900000000000003	0.020789473684210535	-155.45928647549735	0.029999999999999992	5.215000000000001	0.17383333333333337	-59.49995576124711	1.2777250000000004	0.14411764705882354	0.21269230769230768	2.45	2.7649999999999997
167	0.39500000000000013	0.01128571428571429	-162.09611872807756	0.006325000000000002	4.015	0.14339285714285713	-60.24089260564291	0.7681749999999999	0.10156249999999999	0.19916666666666671	1.6249999999999998	2.3900000000000006
168	1.685	0.0443421052631579	-139.05956614761837	0.148425	10.44	0.36	-32.660801781147676	4.404599999999999	0.4253333333333334	0.29000000000000004	6.380000000000001	4.0600000000000005
169	0.9450000000000005	0.02304878048780489	-156.96864092937446	0.024125000000000008	7.070000000000001	0.23566666666666672	-46.244035194105734	2.0416499999999997	0.24533333333333335	0.226	3.68	3.39
170	4.6850000000000005	0.09760416666666667	-116.92486875490133	0.5430250000000001	12.950000000000001	0.3808823529411765	-35.94641543037049	5.671749999999999	0.4302631578947369	0.31833333333333325	8.175	4.774999999999999
171	1.185	0.03590909090909091	-122.3440180373435	0.06687499999999999	7.790000000000001	0.33869565217391306	-28.107616233032285	3.3349999999999995	0.26999999999999996	0.42800000000000005	3.51	4.28
172	0.46500000000000014	0.015500000000000005	-135.65641929892132	0.016075	6.57	0.2856521739130435	-34.85910713540791	2.7393500000000004	0.10222222222222223	0.4035714285714286	0.92	5.65
173	2.7950000000000004	0.09016129032258066	-78.6231568299574	0.32062500000000005	11.405000000000001	0.43865384615384617	-22.499965343596248	5.398074999999999	0.40153846153846157	0.47576923076923083	5.220000000000001	6.1850000000000005
174	3.4550000000000005	0.08637500000000001	-105.02910115860539	0.39072499999999993	12.049999999999999	0.4303571428571428	-25.039319521031373	5.636699999999999	0.46035714285714285	0.40035714285714297	6.445	5.605000000000001
175	0.7100000000000001	0.02151515151515152	-140.67970571057114	0.031650000000000005	6.57	0.23464285714285715	-47.96230819641991	2.4017000000000004	0.126	0.36000000000000004	1.89	4.680000000000001
176	1.9749999999999999	0.053378378378378374	-114.61162660680276	0.14857499999999998	11.36	0.39172413793103444	-29.225296196204866	5.049200000000001	0.3614285714285713	0.42000000000000004	5.059999999999999	6.300000000000001
177	2.035	0.08847826086956523	-58.79643956753311	0.22482499999999997	9.915	0.4721428571428571	-16.50418223390596	4.940574999999999	0.45392857142857146	0.5085714285714286	6.355	3.56
178	0.8350000000000005	0.017040816326530622	-204.33229001271428	0.016924999999999996	5.46	0.16545454545454547	-66.25942617230332	1.21865	0.16088235294117645	0.1703125	2.7349999999999994	2.725
179	0.4950000000000002	0.01302631578947369	-170.6008893994953	0.008374999999999999	5.94	0.21214285714285716	-48.7347123808293	1.7054999999999996	0.22428571428571428	0.2	3.14	2.8000000000000003
180	0.6150000000000002	0.018088235294117655	-144.72971445897323	0.016175000000000002	7.474999999999999	0.2577586206896551	-42.587273392908926	2.434875	0.315	0.19642857142857142	4.725	2.75
181	2.8850000000000002	0.07797297297297298	-99.10956090614047	0.28707499999999997	10.849999999999998	0.4173076923076922	-24.77696715065172	5.102249999999999	0.41906250000000006	0.41450000000000004	6.705000000000001	4.1450000000000005
182	0.8500000000000002	0.018478260869565222	-191.93296126856794	0.025999999999999992	9.015	0.28171875	-50.89674961811169	3.446125000000001	0.3833333333333333	0.15107142857142858	6.8999999999999995	2.115
183	0.6800000000000003	0.02125000000000001	-129.85973944383068	0.01975	6.710000000000001	0.27958333333333335	-34.863867461438446	2.56885	0.17071428571428574	0.43199999999999994	2.39	4.319999999999999
184	1.2500000000000002	0.04807692307692309	-81.43631418745196	0.07319999999999999	7.455000000000001	0.3241304347826087	-29.93769209322546	3.158275	0.17772727272727273	0.4583333333333334	1.955	5.500000000000001
185	0.8950000000000006	0.021309523809523823	-164.32506861690507	0.021025000000000005	5.325	0.16136363636363638	-64.64036689498495	1.000175	0.12666666666666668	0.20299999999999999	2.2800000000000002	3.045
186	0.9900000000000001	0.04304347826086957	-76.46459858715167	0.054549999999999994	7.6450000000000005	0.36404761904761906	-23.61491613831026	3.3999750000000004	0.25545454545454543	0.4835	2.8099999999999996	4.835
187	2.6650000000000005	0.08883333333333335	-75.70486330204405	0.280825	11.314999999999998	0.4351923076923076	-23.003953417930774	5.349474999999999	0.43147058823529416	0.44222222222222224	7.335000000000001	3.98
188	1.2450000000000003	0.030365853658536595	-148.78067686019983	0.04702499999999999	8.834999999999999	0.285	-42.00532916067699	3.0554750000000013	0.3596875	0.2053333333333333	5.755	3.0799999999999996
189	0.6200000000000002	0.020666666666666673	-120.97012295150755	0.017049999999999996	5.964999999999999	0.23859999999999995	-37.66373897019122	1.7017250000000002	0.29	0.19821428571428573	3.1899999999999995	2.7750000000000004
190	2.175	0.09886363636363636	-53.31777718417203	0.255525	9.61	0.4805	-15.393541369372246	4.87555	0.45625000000000004	0.516875	5.4750000000000005	4.135
191	1.0000000000000002	0.04166666666666668	-83.11180873685244	0.06450000000000002	9.049999999999999	0.39347826086956517	-24.05454295461173	4.1911	0.30999999999999994	0.47000000000000003	3.4099999999999993	5.640000000000001
192	1.1100000000000003	0.03264705882352942	-122.63845755206655	0.05099999999999999	7.235	0.3145652173913044	-30.075047640130883	2.932825	0.18409090909090908	0.43416666666666676	2.025	5.210000000000001
193	1.03	0.0332258064516129	-119.95683995364608	0.06575	10.894999999999998	0.41903846153846147	-25.21342349182857	5.074924999999999	0.444375	0.3785	7.11	3.785
194	0.4350000000000001	0.011153846153846157	-183.18402767861193	0.007525000000000001	6.360000000000001	0.20516129032258068	-51.939352314065104	1.5081999999999998	0.21676470588235297	0.19107142857142856	3.6850000000000005	2.675
195	0.47500000000000014	0.014393939393939398	-147.60993384540538	0.010824999999999998	3.825	0.14711538461538462	-56.05938056092528	0.829075	0.11041666666666666	0.1785714285714286	1.325	2.5000000000000004
196	1.98	0.07615384615384616	-71.53326283460783	0.20495000000000002	10.839999999999998	0.41692307692307684	-24.048044559178738	4.954149999999999	0.37636363636363634	0.4466666666666667	4.14	6.700000000000001
197	4.005	0.1026923076923077	-91.36547077750046	0.4563750000000001	11.94	0.39799999999999996	-30.242232875692956	5.39565	0.43625	0.3542857142857142	6.98	4.959999999999999
198	4.31	0.12314285714285714	-74.58364202159851	0.5706	12.410000000000002	0.41366666666666674	-28.70951033432864	5.724349999999999	0.43500000000000005	0.3816666666666666	7.830000000000001	4.579999999999999
199	0.6750000000000003	0.01824324324324325	-158.08651539431057	0.019225000000000006	8.695	0.29982758620689653	-39.77416308231649	3.2594750000000006	0.4190000000000001	0.17214285714285715	6.285000000000001	2.41
200	0.3750000000000001	0.012931034482758624	-131.3515823029386	0.006625	4.535	0.1563793103448276	-56.68463394330277	0.8228750000000001	0.109375	0.21423076923076925	1.75	2.785
